id,date,day,month,year,day_of_week,is_weekend
b922c451-23f4-490f-a3bb-ed5319530b97,2013-03-22,22,3,2013,Friday,False
4ae0d518-d865-4fd6-92f6-3be1527c70d7,2013-03-23,23,3,2013,Saturday,True
56a52672-0dde-4bbb-82ef-7e79f3ea280d,2013-03-24,24,3,2013,Sunday,True
acf48fa4-4b97-4e81-a6bb-4184c9de767d,2013-03-25,25,3,2013,Monday,False
1926c69b-8e97-4127-b6e6-b5a20367a5c0,2013-03-26,26,3,2013,Tuesday,False
abbc4f69-cb7e-480e-82f9-c396bdcf8e16,2013-03-27,27,3,2013,Wednesday,False
b99576fa-6c97-4c1b-b308-143156bd8323,2013-03-28,28,3,2013,Thursday,False
3a6ed70a-50bb-4eae-b4e2-17559c4e6e51,2013-03-29,29,3,2013,Friday,False
9df7fbbb-db52-4bb2-b52f-34fca9ab347e,2013-03-30,30,3,2013,Saturday,True
5389f1cc-ace5-4fdb-a744-0dfe16384e5b,2013-03-31,31,3,2013,Sunday,True
265697ce-5a62-4d4a-8022-c7a3734dfd73,2013-04-01,1,4,2013,Monday,False
6f09d809-2ad2-4483-9508-a89da5db0955,2013-04-02,2,4,2013,Tuesday,False
5c4e82c0-ace5-4a59-9505-3178e5801f22,2013-04-03,3,4,2013,Wednesday,False
4f96e698-7ac1-4be5-9a13-e3d9250dc732,2013-04-04,4,4,2013,Thursday,False
ba7ab21e-f328-46e9-8fde-5ec5ce488388,2013-04-05,5,4,2013,Friday,False
2f550b5e-a3ca-4b2a-9049-f5342c6c3386,2013-04-06,6,4,2013,Saturday,True
0d1e4e62-fe8c-4b48-989c-e645a4cf929a,2013-04-07,7,4,2013,Sunday,True
3c444c12-d2d9-4652-a40b-afbb3cfb3c5d,2013-04-08,8,4,2013,Monday,False
29332057-3849-47e9-ad8f-802fc2f6f1e2,2013-04-09,9,4,2013,Tuesday,False
a18629f1-5177-423c-b099-f4f60e79389f,2013-04-10,10,4,2013,Wednesday,False
6519ed7b-f067-4400-b9a2-8a9e9a613e73,2013-04-11,11,4,2013,Thursday,False
b082934b-7199-474c-bd64-9464d4b7084f,2013-04-12,12,4,2013,Friday,False
560b5d81-fee4-4e9f-99e0-901a71df0975,2013-04-13,13,4,2013,Saturday,True
047787e1-68e6-44fd-8e03-fb09a208d2be,2013-04-14,14,4,2013,Sunday,True
20d2b726-00d1-4ed4-9303-d23cb6dde3e2,2013-04-15,15,4,2013,Monday,False
85a6beaf-b059-4f4d-b833-a4355fbdcf51,2013-04-16,16,4,2013,Tuesday,False
0043dc83-09e7-4b0a-b728-80ffc449d464,2013-04-17,17,4,2013,Wednesday,False
dbacec07-418e-4447-a07d-149753db0f96,2013-04-18,18,4,2013,Thursday,False
